Keyword,Volume,KD,CPC,Macro Category,Category,Product Type,Topic,User Intent,Intent,Is Brand,Content Type,Funnel,Est. Traffic,Est. Value,oofos.com: Position,kanefootwear.com: Position,hoka.com: Position,kurufootwear.com: Position,aetrex.com: Position,orthofeet.com: Position,velousfootwear.com: Position,reef.com: Position,olukai.com: Position
good orthopedic shoes,250,31,0.61,Apparel,Footwear,Orthopedic Shoe,Shoe,Find good orthopedic shoes,Commercial,FALSE,Blog Post,Consideration,80,48.8,89,,8,1,79,3,,,
therapy shoes,250,0,0.64,Apparel,Footwear,Therapy Shoe,Shoe,Find therapy shoes,Commercial,FALSE,Blog Post,Consideration,80,51.2,20,42,,103,112,28,,,
most comfortable business casual shoes,250,1,0.84,Apparel,Footwear,Business Casual Shoe,Shoe,Find comfortable business casual shoes,Commercial,FALSE,Blog Post,Consideration,80,67.2,85,,,23,,55,,,
men's water shoes near me,250,0,0.3,Apparel,Footwear,Mens Water Shoe,Shoe,Find mens water shoes locally,Navigational,FALSE,Homepage,Retention,80,24,40,65,,,,,,,23
mens nurse shoes,250,2,0.7,Apparel,Footwear,Mens Nurse Shoe,Shoe,Find mens nurse shoes,Commercial,FALSE,Blog Post,Consideration,80,56,42,,1,53,,20,,,
most comfortable flip flops for women,250,0,0.45,Apparel,Footwear,Womens Flip Flop,Flip Flop,Find comfortable womens flip flops,Commercial,FALSE,Blog Post,Consideration,80,36,48,,,,82,,,,9
ortho shoe,250,45,0.58,Apparel,Footwear,Orthopedic Shoe,Shoe,Find orthopedic shoe,Commercial,FALSE,Blog Post,Consideration,80,46.4,61,,7,39,,1,,,
good feet store hours,250,0,0.41,Health,Orthotic,Orthotics Retailer,Good Feet Store,Find Good Feet Store hours,Navigational,TRUE,Homepage,Retention,112,45.919999999999995,27,,59,,,36,,,
most comfortable white sneakers for walking,250,7,0.32,Apparel,Footwear,Walking Sneaker,Sneaker,Find comfortable white sneakers for walking,Commercial,FALSE,Blog Post,Consideration,80,25.6,87,,14,,,,,,
sandals puerto rico,250,0,0.54,Apparel,Footwear,Sandal,Sandal,Find sandals in Puerto Rico,Commercial,FALSE,Blog Post,Consideration,80,43.2,38,,,,,,,66,
leather clogs mens,250,2,0.3,Apparel,Footwear,Mens Leather Clog,Clog,Find mens leather clogs,Commercial,FALSE,Blog Post,Consideration,80,24,87,,,,,,,,63
vionic sale,250,2,0.2,Apparel,Footwear,Vionic Footwear,Vionic,Find Vionic products on sale,Transactional,TRUE,Product Page,Conversion,101,20.200000000000003,44,,,,,60,,,
orthopedic steel toe shoes,250,1,0.47,Apparel,Footwear,Orthopedic Steel Toe Shoe,Shoe,Find orthopedic steel toe shoes,Commercial,FALSE,Blog Post,Consideration,80,37.599999999999994,75,,,,43,2,,,
shoes for people with neuropathy,250,1,0.48,Apparel,Footwear,Neuropathy Shoe,Shoe,Find shoes for people with neuropathy,Commercial,FALSE,Blog Post,Consideration,80,38.4,31,,,7,,1,,,
wide toe box flats,250,0,0.59,Apparel,Footwear,Flat,Flat,Find wide toe box flats,Commercial,FALSE,Blog Post,Consideration,80,47.199999999999996,81,,,,,48,,,
womens walking sandals,250,18,0.38,Apparel,Footwear,Womens Walking Sandal,Sandal,Find womens walking sandals,Commercial,FALSE,Blog Post,Consideration,80,30.4,36,,16,,,,,,15
hawaiian shoe brand,250,27,0.44,Apparel,Footwear,Shoe,Shoe Brand,Find Hawaiian shoe brands,Informational,FALSE,Blog Post,Awareness,88,38.72,26,,33,,,,,14,1
womens wide sandals,250,0,0.34,Apparel,Footwear,Womens Sandal,Sandal,Find womens wide sandals,Commercial,FALSE,Blog Post,Consideration,80,27.200000000000003,55,,48,,,45,,28,14
best socks for standing all day,250,0,0.6,Apparel,Accessorie,Sock,Sock,Find best socks for standing all day,Commercial,FALSE,Blog Post,Consideration,80,48,59,,71,,,,,,
golf slides,250,0,0.69,Apparel,Footwear,Golf Slide,Slide,Find golf slides,Commercial,FALSE,Blog Post,Consideration,80,55.199999999999996,10,,,,,,,3,12
womens water sandals,250,1,0.35,Apparel,Footwear,Womens Water Sandal,Sandal,Find womens water sandals,Commercial,FALSE,Blog Post,Consideration,80,28,37,,,,43,,,7,9
men's mule shoes,250,2,0.34,Apparel,Footwear,Mens Mule Shoe,Mule,Find mens mule shoes,Commercial,FALSE,Blog Post,Consideration,80,27.200000000000003,23,,,,,,,99,36
womens black slides,250,0,0.4,Apparel,Footwear,Womens Slide,Slide,Find womens black slides,Commercial,FALSE,Blog Post,Consideration,80,32,28,,44,,,,,74,37
most comfortable slides women's,250,3,0.29,Apparel,Footwear,Womens Slide,Slide,Find comfortable womens slides,Commercial,FALSE,Blog Post,Consideration,80,23.2,56,,,,,,,76,101
skechers for plantar fasciitis,250,0,0.21,Apparel,Footwear,Skechers Shoe,Skecher,Find Skechers shoes for plantar fasciitis,Commercial,TRUE,Blog Post,Consideration,112,23.52,63,,,,66,59,,,
women sports sandals,250,3,0,Apparel,Footwear,Sandal,Sandal,Find women's sports sandals,Transactional,FALSE,Product Page,Conversion,72,0,40,,,,41,,,,51
most comfy shoes,250,26,0.68,Apparel,Footwear,Shoe,Shoe,Find comfortable shoes,Commercial,FALSE,Blog Post,Consideration,80,54.400000000000006,83,,17,34,,,,,
work shoe hawaii,250,0,1.2,Apparel,Footwear,Work Shoe,Shoe,Find work shoes for Hawaii,Transactional,FALSE,Product Page,Conversion,72,86.39999999999999,22,,24,,,,,,12
sole orthotics,250,24,0.53,Health & Wellness,Foot Care,Orthotic,Orthotic,Find sole orthotics,Transactional,FALSE,Product Page,Conversion,72,38.160000000000004,41,,,,61,18,,,
hawaii shoes,250,12,0.66,Apparel,Footwear,Shoe,Shoe,Find shoes for Hawaii,Transactional,FALSE,Product Page,Conversion,72,47.52,29,,19,67,,,,31,1
most comfortable slides for women,250,2,0.29,Apparel,Footwear,Slide,Slide,Find comfortable women's slides,Commercial,FALSE,Blog Post,Consideration,80,23.2,25,,,,,,,,79
hospital slippers,250,0,0.46,Apparel,Footwear,Slipper,Slipper,Find hospital slippers,Transactional,FALSE,Product Page,Conversion,72,33.120000000000005,92,,,112,,89,,,
black sandals flat,250,0,0.39,Apparel,Footwear,Flat Sandal,Sandal,Find black flat sandals,Transactional,FALSE,Product Page,Conversion,72,28.080000000000002,60,,,,80,,,,72
gel insoles for boots,250,0,0.35,Apparel,Footwear Accessorie,Insole,Insole,Find gel insoles for boots,Transactional,FALSE,Product Page,Conversion,72,25.2,83,,,,60,64,,,
birkenstock headquarters,250,4,0.23,Business,Company Information,N/a,Company,Find Birkenstock headquarters location,Navigational,TRUE,Homepage,Retention,112,25.76,50,,,,,,,71,
new balance inserts,250,0,0.27,Apparel,Footwear Accessorie,Insert,Insert,Find New Balance shoe inserts,Transactional,TRUE,Product Page,Conversion,101,27.270000000000003,46,,,82,,92,,,
comfortable flip flops,250,6,0.54,Apparel,Footwear,Flip Flop,Flip Flop,Find comfortable flip flops,Commercial,FALSE,Blog Post,Consideration,80,43.2,24,,,,83,,,11,3
slip-on mens slippers,250,10,0,Apparel,Footwear,Slipper,Slipper,Find men's slip-on slippers,Transactional,FALSE,Product Page,Conversion,72,0,32,,,,,70,,,11
women slide sandals,250,3,0.26,Apparel,Footwear,Slide Sandal,Sandal,Find women's slide sandals,Transactional,FALSE,Product Page,Conversion,72,18.72,38,,37,,61,,,4,13
shoe online,250,95,0.48,Apparel,Footwear,Shoe,Shoe,Buy shoes online,Transactional,FALSE,Product Page,Conversion,72,34.56,81,,42,,,,,,
best supportive shoes for women,250,8,0.27,Apparel,Footwear,Shoe,Shoe,Find best supportive shoes for women,Commercial,FALSE,Blog Post,Consideration,80,21.6,99,,29,72,1,24,,,
on cloud green shoes,250,0,0.28,Apparel,Footwear,Running Shoe,Shoe,Find On Cloud green shoes,Transactional,TRUE,Product Page,Conversion,101,28.28,44,,52,,,,,,
slides shoes women,250,4,0.42,Apparel,Footwear,Slide,Slide,Find women's slide shoes,Transactional,FALSE,Product Page,Conversion,72,30.24,53,,,,,,,10,9
wide toe box shoes toddler,250,3,0,Apparel,Footwear,Toddler Shoe,Shoe,Find toddler shoes with wide toe box,Transactional,FALSE,Product Page,Conversion,72,0,84,,57,,,,,,
best indoor shoes,250,3,0.84,Apparel,Footwear,Indoor Shoe,Shoe,Find best indoor shoes,Commercial,FALSE,Blog Post,Consideration,80,67.2,59,,103,18,,36,,,7
black womens sandals,250,0,0.22,Apparel,Footwear,Sandal,Sandal,Find black women's sandals,Transactional,FALSE,Product Page,Conversion,72,15.84,36,,47,,,,,,
best ankle support shoes,250,0,0.47,Apparel,Footwear,Shoe,Shoe,Find best ankle support shoes,Commercial,FALSE,Blog Post,Consideration,80,37.599999999999994,76,,37,6,,25,,,
cheap womens sandals,250,9,0.22,Apparel,Footwear,Sandal,Sandal,Find cheap women's sandals,Transactional,FALSE,Product Page,Conversion,72,15.84,53,,92,,60,,,,
good feet stores near me,250,12,0,Health & Wellness,Foot Care,Retail Store,Store,Find Good Feet Stores nearby,Navigational,TRUE,Homepage,Retention,112,0,41,,17,,,,,,
tennis shoes for nurses,250,4,0.66,Apparel,Footwear,Tennis Shoe,Shoe,Find tennis shoes for nurses,Transactional,FALSE,Product Page,Conversion,72,47.52,69,,1,59,,33,,,
shoe heel repair,250,0,0.24,Service,Footwear Repair,Shoe Repair,Repair,Find shoe heel repair service,Transactional,FALSE,Product Page,Conversion,72,17.28,90,117,,,,,,,
which on cloud shoe is best for me,250,4,0.36,Apparel,Footwear,Running Shoe,Shoe,Get advice on best On Cloud shoe,Informational,TRUE,Blog Post,Awareness,123,44.28,50,,27,,,,,,
croc work boots,250,2,0.28,Apparel,Footwear,Work Boot,Boot,Find Croc work boots,Transactional,TRUE,Product Page,Conversion,101,28.28,66,89,,,,,,,
are crocs water shoes,250,0,0.22,Apparel,Footwear,Water Shoe,Shoe,Determine if Crocs are water shoes,Informational,TRUE,Blog Post,Awareness,123,27.06,56,72,101,,,,,92,68
pool slides women,250,0,0.46,Apparel,Footwear,Pool Slide,Slide,Find women's pool slides,Transactional,FALSE,Product Page,Conversion,72,33.120000000000005,56,,44,,,,,8,41
waterproof beach sandals,250,1,0.33,Apparel,Footwear,Sandal,Sandal,Find waterproof beach sandals,Transactional,FALSE,Product Page,Conversion,72,23.76,24,96,,,,,,3,2
on cloud shoe warranty,250,0,0.29,Business,Company Information,Warranty,Warranty,Find On Cloud shoe warranty information,Informational,TRUE,Blog Post,Awareness,123,35.669999999999995,18,,28,,,,,,
recovery sandals women,250,5,0.35,Apparel,Footwear,Recovery Sandal,Sandal,Find women's recovery sandals,Transactional,FALSE,Product Page,Conversion,72,25.2,2,,12,,,,,,
the good shoe store,250,4,0.61,Apparel,Footwear,Retail Store,Store,Find 'The Good Shoe Store',Navigational,TRUE,Homepage,Retention,112,68.32,36,,,,,14,,,
best clogs for wide feet,250,1,0.36,Apparel,Footwear,Clog,Clog,Find best clogs for wide feet,Commercial,FALSE,Blog Post,Consideration,80,28.799999999999997,89,,83,,54,34,,51,
supportive sandals for women,250,10,0.51,Apparel,Footwear,Sandal,Sandal,Find supportive sandals for women,Transactional,FALSE,Product Page,Conversion,72,36.72,28,,52,31,5,12,,4,13
comfortable nurse shoes,250,1,0.52,Apparel,Footwear,Nurse Shoe,Shoe,Find comfortable nurse shoes,Commercial,FALSE,Blog Post,Consideration,80,41.6,34,,1,,,,,,
wide toe box kids shoes,250,2,0,Apparel,Footwear,Kids Shoe,Shoe,Find kids shoes with wide toe box,Transactional,FALSE,Product Page,Conversion,72,0,95,,53,,,,,,
order shoes,250,93,1.09,Apparel,Footwear,Shoe,Shoe,Order shoes,Transactional,FALSE,Product Page,Conversion,72,78.48,24,,44,,,,,,
oofos slides near me,250,3,0.26,Apparel,Footwear,Slide,Slide,Find Oofos slides near me,Navigational,TRUE,Homepage,Retention,112,29.12,2,,,,,,,,48
comfortable slip resistant shoes,250,5,0.5,Apparel,Footwear,Slip Resistant Shoe,Shoe,Find comfortable slip resistant shoes,Commercial,FALSE,Blog Post,Consideration,80,40,81,,96,48,,3,,,
best womens sandals,250,1,0.31,Apparel,Footwear,Sandal,Sandal,Find best women's sandals,Commercial,FALSE,Blog Post,Consideration,80,24.8,49,,42,,28,,,3,34
men's croc boots,250,0,0.2,Apparel,Footwear,Boot,Boot,Find men's Croc boots,Transactional,TRUE,Product Page,Conversion,101,20.200000000000003,57,74,,,,,,,80
flip flops for plantar fasciitis,250,1,0.55,Health & Wellness,Foot Care,Therapeutic Footwear,Flip Flop,Find flip flops for plantar fasciitis,Transactional,FALSE,Product Page,Conversion,72,39.6,40,,70,80,33,15,,77,39
women's dress shoes for plantar fasciitis,250,1,0.45,Health & Wellness,Foot Care,Therapeutic Footwear,Shoe,Find women's dress shoes for plantar fasciitis,Transactional,FALSE,Product Page,Conversion,72,32.4,53,,,21,13,9,,,
most comfortable steel toe shoes for standing all day,250,2,0.47,Apparel,Footwear,Work Shoe,Shoe,Find comfortable steel toe shoes for standing all day,Commercial,FALSE,Blog Post,Consideration,80,37.599999999999994,71,,,86,,43,,,
cross sandal,200,0,0,Apparel,Footwear,Sandal,Sandal,Find cross sandals,Transactional,FALSE,Product Page,Conversion,69,0,49,,,,,,,35,
crocs terlik,200,38,0.29,Apparel,Footwear,Slipper,Slipper,Find Crocs slippers,Transactional,TRUE,Product Page,Conversion,97,28.13,50,,,,,,,,74
workout shoes near me,200,24,0.34,Apparel,Footwear,Workout Shoe,Shoe,Find workout shoes near me,Navigational,FALSE,Homepage,Retention,77,26.180000000000003,49,,80,,,,,,
how to make shoes slip resistant,200,2,0.24,Home & Garden,Footwear Maintenance,N/a,Shoe,Learn how to make shoes slip resistant,Informational,FALSE,Blog Post,Awareness,84,20.16,75,28,,24,,61,,,
best sandals for kids,200,1,0,Apparel,Footwear,Sandal,Sandal,Find best sandals,Commercial,FALSE,Blog Post,Consideration,77,0,42,,58,,,,,,45
shoe stores boston,200,5,0.31,Apparel,Footwear,Store Locator,Shoe Store,Find shoe stores,Navigational,FALSE,Homepage,Retention,77,23.87,66,,101,,,,,,
oofos flip flops men,200,1,0,Apparel,Footwear,Flip Flop,Flip Flop,Find Oofos flip flops,Transactional,FALSE,Product Page,Conversion,69,0,1,,,,,,,,68
barefoot pickleball shoes,200,0,0.35,Apparel,Footwear,Pickleball Shoe,Pickleball Shoe,Find barefoot pickleball shoes,Transactional,FALSE,Product Page,Conversion,69,24.15,27,,47,,,44,,,
rose gold sliders,200,0,0,Apparel,Footwear,Slider,Slider,Find rose gold sliders,Transactional,FALSE,Product Page,Conversion,69,0,62,,93,,,,,,
ladies slipper,200,10,0.09,Apparel,Footwear,Slipper,Slipper,Find ladies slipper,Transactional,FALSE,Product Page,Conversion,69,6.21,36,,,,,,,,10
zero drop casual shoes,200,15,0.61,Apparel,Footwear,Casual Shoe,Casual Shoe,Find zero drop casual shoes,Transactional,FALSE,Product Page,Conversion,69,42.089999999999996,75,,,82,,92,,,45
recovery sandals for women,200,5,0.28,Apparel,Footwear,Recovery Sandal,Recovery Sandal,Find recovery sandals,Transactional,FALSE,Product Page,Conversion,69,19.32,1,,11,,,,,,12
clear sandals flat,200,1,0.4,Apparel,Footwear,Flat Sandal,Sandal,Find clear flat sandals,Transactional,FALSE,Product Page,Conversion,69,27.6,51,,,,45,,,,
croc shoes for kids,200,3,0,Apparel,Footwear,Clog,Clog,Find Croc shoes,Transactional,FALSE,Product Page,Conversion,69,0,81,96,,,,,,,
best shoes for walking all day at work,200,12,0.35,Apparel,Footwear,Walking Shoe,Walking Shoe,Find best walking shoes,Commercial,FALSE,Blog Post,Consideration,77,26.95,46,,10,,,30,,,
outdoor walking sandals,200,8,0.54,Apparel,Footwear,Walking Sandal,Sandal,Find outdoor walking sandals,Transactional,FALSE,Product Page,Conversion,69,37.260000000000005,26,,36,,,,,,
mens slides size 14,200,4,0.65,Apparel,Footwear,Slide,Slide,Find mens slides size 14,Transactional,FALSE,Product Page,Conversion,69,44.85,11,,22,,,,,8,9
flip flop store near me,200,16,0.78,Apparel,Footwear,Store Locator,Flip Flop Store,Find flip flop stores,Navigational,FALSE,Homepage,Retention,77,60.06,17,,69,,,,,18,48
waterproof nurse shoes,200,4,0.91,Apparel,Footwear,Nurse Shoe,Nurse Shoe,Find waterproof nurse shoes,Transactional,FALSE,Product Page,Conversion,69,62.79,38,,5,48,,13,,,
mens hot pink shoes,200,0,0.31,Apparel,Footwear,Pink Shoe,Shoe,Find mens hot pink shoes,Transactional,FALSE,Product Page,Conversion,69,21.39,70,,28,,,,,,
how do you pronounce hoka shoes,200,0,0,Apparel,Footwear,Pronunciation Guide,Shoe,Learn pronunciation,Informational,FALSE,Blog Post,Awareness,84,0,48,,8,,,,,,
strap slides,200,8,0.4,Apparel,Footwear,Slide,Slide,Find strap slides,Transactional,FALSE,Product Page,Conversion,69,27.6,13,,57,,60,,,88,12
best pickleball shoes for wide feet,200,1,0.42,Apparel,Footwear,Pickleball Shoe,Pickleball Shoe,Find best pickleball shoes,Commercial,FALSE,Blog Post,Consideration,77,32.339999999999996,64,93,55,97,,67,,,
birkenstock boston clog near me,200,10,0.55,Apparel,Footwear,Clog,Clog,Find Birkenstock Boston Clog,Navigational,FALSE,Homepage,Retention,77,42.35,55,,,,,,,99,
flip flops vs slides,200,0,0.76,Apparel,Footwear,Comparison,Footwear Comparison,Understand differences,Informational,FALSE,Blog Post,Awareness,84,63.84,31,,60,,,,,73,26
nike closed toe slides,200,4,0.37,Apparel,Footwear,Slide,Slide,Find Nike closed toe slides,Transactional,FALSE,Product Page,Conversion,69,25.53,35,45,,,,,,,
end sneakers,200,12,0.4,Apparel,Footwear,Sneaker,Sneaker,Find sneakers,Transactional,FALSE,Product Page,Conversion,69,27.6,76,,80,,,,,,
orthapedic shoes,200,57,0.58,Apparel,Footwear,Orthopedic Shoe,Orthopedic Shoe,Find orthopedic shoes,Transactional,FALSE,Product Page,Conversion,69,40.019999999999996,38,,,31,,2,,,
womens gold flat sandals,200,0,0.28,Apparel,Footwear,Flat Sandal,Sandal,Find womens gold flat sandals,Transactional,FALSE,Product Page,Conversion,69,19.32,89,,,,,,,,58
womens white mules,200,0,0.46,Apparel,Footwear,Mule,Mule,Find womens white mules,Transactional,FALSE,Product Page,Conversion,69,31.740000000000002,78,,,,,,,97,
best shoes for diabetic neuropathy,200,0,0.29,Medical,Foot Care,Therapeutic Shoe,Therapeutic Shoe,Find best shoes for diabetic neuropathy,Commercial,FALSE,Blog Post,Consideration,77,22.33,94,,,26,,19,,,
comfortable flip flops for men,200,6,0.49,Apparel,Footwear,Flip Flop,Flip Flop,Find comfortable flip flops,Commercial,FALSE,Blog Post,Consideration,77,37.73,82,,,,,,,13,2
nurse shoes near me,200,9,0.44,Apparel,Footwear,Nurse Shoe,Nurse Shoe,Find nurse shoes near me,Navigational,FALSE,Homepage,Retention,77,33.88,29,,11,,,,,,
zero drop footwear,200,23,0.66,Apparel,Footwear,Zero Drop Footwear,Footwear,Find zero drop footwear,Transactional,FALSE,Product Page,Conversion,69,45.54,86,,97,93,,,,,
vionic womens shoes sale,200,3,0.2,Apparel,Footwear,Shoe,Shoe,Find Vionic shoes on sale,Transactional,FALSE,Product Page,Conversion,69,13.8,46,,,,76,54,,,
kids summer sandals,200,2,0,Apparel,Footwear,Sandal,Sandal,Find kids summer sandals,Transactional,FALSE,Product Page,Conversion,69,0,77,,,,,,,100,
orthopedic work shoes for men,200,2,1.01,Apparel,Footwear,Orthopedic Work Shoe,Orthopedic Shoe,Find orthopedic work shoes,Transactional,FALSE,Product Page,Conversion,69,69.69,88,,19,14,37,1,,,
vionic recovery sandals,200,0,0.32,Apparel,Footwear,Recovery Sandal,Recovery Sandal,Find Vionic recovery sandals,Transactional,FALSE,Product Page,Conversion,69,22.080000000000002,31,,79,,61,66,,,
what stores carry,200,7,0.07,Retail,Store,Store Locator,Store Locator,Find stores,Navigational,FALSE,Homepage,Retention,77,5.390000000000001,95,,87,,,,,,
white gym shoes men,200,0,0.62,Apparel,Footwear,Gym Shoe,Gym Shoe,Find white gym shoes,Transactional,FALSE,Product Page,Conversion,69,42.78,52,,,,,,,,48
toddler black sandals,200,0,0,Apparel,Footwear,Sandal,Sandal,Find toddler black sandals,Transactional,FALSE,Product Page,Conversion,69,0,38,,,,,,,21,62
vionic store,200,3,0.1,Apparel,Footwear,Store Locator,Store Locator,Find Vionic store,Navigational,FALSE,Homepage,Retention,77,7.7,51,,,,104,90,,,
peroneal tendonitis insoles,200,0,0.6,Medical,Foot Care,Insole,Insole,Find insoles for peroneal tendonitis,Transactional,FALSE,Product Page,Conversion,69,41.4,90,,,108,,99,,,
dressy platform sandals,200,1,0.3,Apparel,Footwear,Platform Sandal,Sandal,Find dressy platform sandals,Transactional,FALSE,Product Page,Conversion,69,20.7,59,,69,,97,,,99,
men strap sandals,200,6,0.41,Apparel,Footwear,Strap Sandal,Sandal,Find men strap sandals,Transactional,FALSE,Product Page,Conversion,69,28.29,27,,49,97,,,,10,
how much does good feet cost,200,0,0.48,Medical,Foot Care,Price Inquiry,Brand Cost,Inquire about Good Feet cost,Informational,FALSE,Blog Post,Awareness,84,40.32,65,,,,,69,,,
white leather tennis shoes womens,200,0,0.39,Apparel,Footwear,Tennis Shoe,Tennis Shoe,Find white leather tennis shoes,Transactional,FALSE,Product Page,Conversion,69,26.91,87,,,80,,,,,
